name,idf,imdb_score,crit_score,genres,release,country,language,director,actors,summ
Through My Window Across the Sea 2023,https://www.imdb.com/title/tt21245882,9.8,88,"['درام', 'عاشقانه', 'کمدی']",2023,['اسپانیا'],['اسپانیایی'],['Marçal Forés'],"['Clara Galle', 'Hugo Arbues', 'Julio Peña']",راکل و آرس را دنبال می کند، زیرا در فصل بعدی رابطه و زندگی فردی خود با چالش هایی روبرو می شوند.
Through the Glass Darkly 2020,https://www.imdb.com/title/tt5585272,7.4,,['هیجان انگیز'],2020,['ایالات متحده'],['انگلیسی'],['Lauren Fash'],"['Michael Trucco', 'Robyn Lively', 'Shanola Hampton']",یک سال پس از ناپدید شدن دختر چارلی ، دختر دیگری از الرود ، جورجیا ناپدید می شود. چارلی که متقاعد شده است ارتباطی وجود دارد ، از طرف پلیس محلی و شهرنشینان شک و تحقیر می کند ، زیرا در هیچ موردی از سابق متوقف نمی شود.
Ticket to Paradise 2022,https://www.imdb.com/title/tt14109724,6.2,48,"['عاشقانه', 'کمدی']",2022,"['انگلستان', 'ایالات متحده']",['انگلیسی'],['Ol Parker'],"['George Clooney', 'Julia Roberts', 'Sean Lynch']",زوجی مطلقه که با هم متحد می شوند و به بالی سفر می کنند تا دخترشان را از انجام همان اشتباهی که فکر می کردند 25 سال پیش مرتکب شده بودند بازدارند.
Tickle Me 1965,https://www.imdb.com/title/tt0056585,5.8,88,"['عاشقانه', 'کمدی', 'موزیکال']",1965,['ایالات متحده'],['انگلیسی'],['Norman Taurog'],"['Elvis Presley', 'Jocelyn Lane', 'Julie Adams']",یک رودئوسوار آوازخوان در مزرعه و اسپا زیبایی گرانقیمت زنانه استخدام می کند. او عاشق یک مربی زیبای تناسب اندام می شود که دائماً توسط گروهی تهدید می شود که می خواهند ذخیره طلای پدربزرگ مرحومش را در یک شهر ارواح پنهان کند.
Tiger 3 2023,https://www.imdb.com/title/tt18411490,7.2,88,"['اکشن', 'ماجراجویی', 'هیجان انگیز']",2023,['هندوستان'],"['تامیل', 'تلوگو', 'هندی']",['Maneesh Sharma'],"['Katrina Kaif', 'Salman Khan', 'Shah Rukh Khan']",تایگر و زویا به یک ماموریت بزرگ فرستاده می‌شوند تا با دشمنی خطرناک روبرو شوند
Tiger s Apprentice 2024,https://www.imdb.com/title/tt5834410,7.2,,"['اکشن', 'انیمیشن', 'ماجراجویی']",2024,['ایالات متحده'],['انگلیسی'],"['Paul Watling', 'Raman Hui', 'Yong Duk Jhun']","['Lucy Liu', 'Michelle Yeoh', 'Sandra Oh']",تام لی، پسر چینی-آمریکایی، پس از مرگ مادربزرگش، باید نزد ببر سخنگو آقای هو شاگرد شود و جادوی باستانی را بیاموزد تا نگهبان جدید ققنوس باستانی شود.
Till 2022,https://www.imdb.com/title/tt4960748,7.2,79,"['جنایی', 'درام', 'زندگی نامه']",2022,['ایالات متحده'],['انگلیسی'],['Chinonye Chukwu'],"['Danielle Deadwyler', 'Frankie Faison', 'Jalyn Hall']",در سال 1955، پس از اینکه امت تیل در یک لینچ وحشیانه به قتل رسید، مادرش عهد می‌کند که نژادپرستی پشت این حمله را افشا کند و در عین حال تلاش می‌کند تا دست اندرکاران را به دست عدالت بسپارد.
Time Bomb Y2K 2023,https://www.imdb.com/title/tt26786629,7.2,,['مستند'],2023,['ایالات متحده'],['انگلیسی'],"['Brian Becker', 'Marley Mcdonald']",[],بازگویی همه جانبه از ساختار مدرنی که جامعه امروزی را به کل تغییر داد.
Time Is Up 2021,https://www.imdb.com/title/tt13438734,6.3,,['درام'],2021,['ایتالیا'],['انگلیسی'],['Elisa Amoruso'],"['Bella Thorne', 'Benjamin Mascolo', 'Sebastiano Pigazzi']","تصادف ""ویوین"" و رویان را مجبور می کند که یک دقیقه در همان لحظه متوقف شوند و زندگی خود را پس بگیرند و سرانجام زندگی را در حال حاضر شروع کنند که شاید هیجان انگیزتر از هر برنامه از پیش تعیین شده باشد."
Timecrafters The Treasure of Pirates Cove 2020,https://www.imdb.com/title/tt3143606,7.8,,"['خانوادگی', 'ماجراجویی']",2020,['ایالات متحده'],['انگلیسی'],['Rick Spalla'],"['Denise Richards', 'Eric Balfour', 'Malcolm McDowell']",که در حین جستجوی گنج گمشده‌ای به عصر مدرن می روند و باید با دشمنانی عجیب یعنی گروهی از بچه ها با جدیدترین ابزارهای پیشرفته، مبارزه می کنند و ....
Tinerete fara batrînete 1969,https://www.imdb.com/title/tt0063699,6.8,86,['فانتزی'],1969,['رومانی'],['رومانیایی'],"['Elisabeta Bostan', 'Nicolae Codrescu']",[],تلاش یک مرد جوان برای پادشاهی که نویدبخش جوانی ابدی و جاودانگی است. او برای رسیدن به هدفش باید سه آرزوی دختر امپراطور را برآورده کند، سه شی طلایی را بازیابی کند و به سه معمای ارباب زمان پاسخ دهد.
Titane 2021,https://www.imdb.com/title/tt10944760,7.2,73,"['درام', 'علمی-تخیلی', 'هیجان انگیز']",2021,"['بلژیک', 'فرانسه']",['فرانسوی'],['Julia Ducournau'],"['Agathe Rousselle', 'Garance Marillier', 'Vincent Lindon']",در پی مجموعه ای از جنایات غیرقابل توضیح ، پدری با پسری که به مدت 10 سال ناپدید شده بود ، پیوند می یابد. تیتان: فلزی بسیار مقاوم در برابر حرارت و خوردگی ، با آلیاژهای مقاومت کششی بالا.
To All the Boys Always and Forever 2021,https://www.imdb.com/title/tt10676012,6.3,65,"['درام', 'عاشقانه', 'کمدی']",2021,['ایالات متحده'],['انگلیسی'],['Michael Fimognari'],"['Janel Parrish', 'Lana Condor', 'Noah Centineo']",زمانی که لارا جین از یک سفر خانوادگی به کره برمی‌گردد و برنامه‌های دانشگاهی خود را - با و بدون پیتر - بررسی می‌کند، سال آخر دبیرستان در کانون توجه قرار می‌گیرد.
To Catch a Killer 2023,https://www.imdb.com/title/tt10275534,7.0,44,"['اکشن', 'جنایی', 'درام']",2023,['ایالات متحده'],['انگلیسی'],['Damián Szifron'],"['Ben Mendelsohn', 'Ralph Ineson', 'Shailene Woodley']",بالتیمور شب سال نو. یک افسر پلیس با استعداد اما مشکل دار (شالین وودلی) توسط بازپرس ارشد اف بی آی (بن مندلسون) برای کمک به شناسایی و ردیابی فردی آشفته که شهر را وحشت زده می کند، استخدام می شود.
To the Bone 2017,https://www.imdb.com/title/tt5541240,6.8,64,['درام'],2017,['ایالات متحده'],['انگلیسی'],['Marti Noxon'],"['Dana L. Wilson', 'Lily Collins', 'Rebekah Kennedy']",زن جوانی که با بی اشتهایی دست و پنجه نرم می کند، با یک دکتر غیر متعارف آشنا می شود که او را به چالش می کشد تا با شرایط خود روبرو شود و زندگی را در آغوش بگیرد.
Tom Segura Ball Hog 2020,https://www.imdb.com/title/tt11861072,7.3,,['کمدی'],2020,['ایالات متحده'],['انگلیسی'],['Rami Hachache'],['Tom Segura'],تام سگورا با داستانهای ناراحت کننده ای در مورد مادران ، پدران ، و رویاهای شما - و چیزهای دیگری که ترجیح می دهید به آنها فکر نکنید ، می خندد.
Tomb Raider 1996,https://www.imdb.com/title/tt0190838,8.0,,"['اکشن', 'فانتزی', 'ماجراجویی']",1996,['بریتانیا'],['انگلیسی'],[],"['Nathan McCree', 'Shelley Blond']",باستان شناس و دختر یک خانواده اشرافی انگلیسی غنی در سراسر جهان در جستجوی سه اثر مرموز Scion هستند.
Tomb Raider 2018,https://www.imdb.com/title/tt1365519,6.3,48,"['اکشن', 'فانتزی', 'ماجراجویی']",2018,"['انگلستان', 'ایالات متحده']","['انگلیسی', 'کانتونی', 'هندی']",['Roar Uthaug'],"['Alicia Vikander', 'Dominic West', 'Walton Goggins']",لارا کرافت (آلیشیا ویکاندر) ، دختر مستقل شدید ماجراجوی گمشده ، وقتی جزیره ای را که پدرش ، لرد ریچارد کرافت (دومینیک وست) در آن ناپدید شده است ، کشف می کند ، باید خود را از محدودیت های خود دور کند.
Tracking a Killer 2021,https://www.imdb.com/title/tt11909262,6.8,,['هیجان انگیز'],2021,['ایالات متحده آمریکا'],['انگلیسی'],['Richard Switzer'],"['Ashton Leigh', 'Collin Place', 'Laurie Fortier', 'Triana Browne']",پس از متهم شدن پلیس دخترش به قتل هم تیمی دوومیدانی دبیرستانی ، زنی سعی می کند بی گناهی دخترش را اثبات کند
Train to Busan 2016,https://www.imdb.com/title/tt5700672,7.6,73,"['اکشن', 'ترسناک', 'هیجان انگیز']",2016,['کره جنوبی'],"['انگلیسی', 'کره ای', 'هاوایی']",['Sang-ho Yeon'],"['Gong Yoo', 'Jung Yu-mi', 'Ma Dong-seok']",در حالی که ویروس زامبی در کره جنوبی شیوع پیدا می کند، مسافران در قطار سئول به بوسان برای زنده ماندن تلاش می کنند.
Transformers Rise of the Beasts 2023,https://www.imdb.com/title/tt5090568,9.8,88,"['اکشن', 'علمی-تخیلی', 'ماجراجویی']",2023,['ایالات متحده'],['انگلیسی'],['Steven Caple Jr.'],"['Michelle Yeoh', 'Pete Davidson', 'Ron Perlman']",طرح ناشناخته بر اساس گزارش‌ها بر اساس اسپین‌آف ترانسفورمرز «جنگ جانوران» که روبات‌هایی را نشان می‌دهد که به حیوانات روباتیک تبدیل می‌شوند.
Trespass 2011,https://www.imdb.com/title/tt1674784,5.3,37,"['جنایی', 'درام', 'هیجان انگیز']",2011,"['ایالات متحده', 'بلغارستان']",['انگلیسی'],['Joel Schumacher'],"['Cam Gigandet', 'Nicolas Cage', 'Nicole Kidman']",همانطور که آنها برای باج نگه داشته می شوند، وضعیت مخمصه زن و شوهر در میان کشف خیانت و فریب وخیم تر می شود.
Triangle of Sadness 2022,https://www.imdb.com/title/tt7322224,7.3,63,"['درام', 'کمدی']",2022,"['آلمان', 'انگلستان', 'سوئد']","['آلمانی', 'انگلیسی', 'سوئدی']",['Ruben Östlund'],"['Charlbi Dean', 'Harris Dickinson', 'Thobias Thorwid']",یک زوج مشهور مدل مد به یک سفر دریایی پر حادثه برای افراد فوق ثروتمند می پیوندند.
Tribal Get Out Alive 2020,https://www.imdb.com/title/tt10126136,4.3,,"['اکشن', 'ترسناک', 'هیجان انگیز']",2020,['انگلستان'],['انگلیسی'],['Matt Routledge'],"['Rachel Warren', ""Ross O'Hennessy"", 'Zara Phythian']","پرسنل نظامی نخبه کیتلین راس پس از ابتلا به PTSD از خدمت بازنشسته می شود. همراه با عضو سابق تیم و دوست نزدیک برد جانسون ، آنها ""زندگی آسان"" را انتخاب کردند و اکنون رهبری یک شرکت امنیتی کوچک را بر عهده دارند. شرکت استخدام می شوند"
Trick or Treat ScoobyDoo 2022,https://www.imdb.com/title/tt21919270,5.8,88,"['انیمیشن', 'کمدی', 'ماجراجویی']",2022,['ایالات متحده'],['انگلیسی'],['Audie Harrison'],"['Frank Welker', 'Grey Griffin', 'Matthew Lillard']",با کوکو و کیتی در زندان، Mystery Inc. فکر می‌کند که بالاخره می‌توانند از استراحت لذت ببرند.
Trigger Point 2021,https://www.imdb.com/title/tt13382698,4.8,,"['اکشن', 'معمایی', 'هیجان انگیز']",2021,['کانادا'],[],['Brad Turner'],"['Barry Pepper', 'Colm Feore', 'Eve Harlow']","نیکلاس برازر یک بازنشسته ویژه آمریکایی است که در تاریک ترین سایه های دولت کار می کرد ، بخشی از یک تیم نخبگان ""نامرئی"" بود که بی سر و صدا بدترین افراد شرور را در سراسر جهان بیرون کشید. نیکلاس پس از متهم شدن برای افشاگری و در نهایت ترور چند نفر از اعضای تیم خود ، در یک زندگی تنهایی و بی حیایی ناپدید شد. در حال حاضر ، دو سال بعد ، او با اکراه به این دنیای خطرناک - با دشمنان و دوستان فرضی که به دنبال او آمده اند - کشیده می شود تا نه تنها نام او را پاک کند ، بلکه از کشتن نسل جدیدی از عوامل نجیب جلوگیری کند."
